player_id	total_recharge	total_withdraw	net_loss	loss_percent	recharge_tier
83346083	5001.00	0.00	5001.00	100.0	3500+
69743869	5000.00	0.00	5000.00	100.0	3500+
71498166	5000.00	0.00	5000.00	100.0	3500+
71562199	5000.00	0.00	5000.00	100.0	3500+
71869045	5000.00	358.00	4642.00	92.8	3500+
74778956	5000.00	0.00	5000.00	100.0	3500+
75078299	5000.00	0.00	5000.00	100.0	3500+
79857764	5000.00	0.00	5000.00	100.0	3500+
79955947	5000.00	0.00	5000.00	100.0	3500+
83687345	5000.00	199.00	4801.00	96.0	3500+
49520982	5000.00	0.00	5000.00	100.0	3500+
50445091	5000.00	0.00	5000.00	100.0	3500+
53558066	5000.00	0.00	5000.00	100.0	3500+
53756345	5000.00	0.00	5000.00	100.0	3500+
57328683	5000.00	0.00	5000.00	100.0	3500+
58138780	5000.00	0.00	5000.00	100.0	3500+
60020351	5000.00	0.00	5000.00	100.0	3500+
60524692	5000.00	0.00	5000.00	100.0	3500+
62329546	5000.00	0.00	5000.00	100.0	3500+
64229181	5000.00	0.00	5000.00	100.0	3500+
64899557	5000.00	0.00	5000.00	100.0	3500+
68727824	5000.00	0.00	5000.00	100.0	3500+
1995	5000.00	0.00	5000.00	100.0	3500+
11396538	5000.00	500.00	4500.00	90.0	3500+
11453922	5000.00	0.00	5000.00	100.0	3500+
13078345	5000.00	0.00	5000.00	100.0	3500+
17538849	5000.00	0.00	5000.00	100.0	3500+
18954369	5000.00	0.00	5000.00	100.0	3500+
19438029	5000.00	0.00	5000.00	100.0	3500+
20645602	5000.00	0.00	5000.00	100.0	3500+
22301286	5000.00	0.00	5000.00	100.0	3500+
22811181	5000.00	0.00	5000.00	100.0	3500+
25114988	5000.00	0.00	5000.00	100.0	3500+
26751260	5000.00	0.00	5000.00	100.0	3500+
26821146	5000.00	0.00	5000.00	100.0	3500+
87840895	5000.00	0.00	5000.00	100.0	3500+
88378626	5000.00	0.00	5000.00	100.0	3500+
89595706	5000.00	0.00	5000.00	100.0	3500+
90408825	5000.00	0.00	5000.00	100.0	3500+
94622674	5000.00	0.00	5000.00	100.0	3500+
94981975	5000.00	0.00	5000.00	100.0	3500+
98880149	5000.00	0.00	5000.00	100.0	3500+
99242356	5000.00	0.00	5000.00	100.0	3500+
32082186	5000.00	0.00	5000.00	100.0	3500+
33864139	5000.00	0.00	5000.00	100.0	3500+
35367524	5000.00	0.00	5000.00	100.0	3500+
