player_id	first_deposit_amount	day_profit	profit_status	amount_tier
22996723	200.00	-378.10	虧損	0-499
78113055	200.00	-768.60	虧損	0-499
23322249	200.00	241.50	盈利	0-499
32885519	200.00	858.70	盈利	0-499
84717447	200.00	226.00	盈利	0-499
43297139	200.00	-8.56	虧損	0-499
83913770	200.00	125.90	盈利	0-499
80485508	200.00	224.00	盈利	0-499
47145896	200.00	-107.46	虧損	0-499
18982705	200.00	444.00	盈利	0-499
22146666	200.00	-677.80	虧損	0-499
96190793	200.00	-579.16	虧損	0-499
32546648	200.00	-25.62	虧損	0-499
49025070	200.00	341.45	盈利	0-499
59135210	200.00	202.80	盈利	0-499
44479349	200.00	472.92	盈利	0-499
90967287	200.00	-259.00	虧損	0-499
22996723	200.00	-378.10	虧損	0-499
72563939	200.00	809.71	盈利	0-499
16761827	200.00	58.54	盈利	0-499
86445941	200.00	224.10	盈利	0-499
65598133	200.00	-188.24	虧損	0-499
77874919	200.00	231.72	盈利	0-499
18982705	200.00	444.00	盈利	0-499
72733232	200.00	-578.08	虧損	0-499
96804704	200.00	225.80	盈利	0-499
81413961	200.00	-1018.87	虧損	0-499
50405599	200.00	216.01	盈利	0-499
48388714	200.00	220.00	盈利	0-499
82110460	200.00	333.43	盈利	0-499
32973709	200.00	29.39	盈利	0-499
62903145	200.00	-251.70	虧損	0-499
66117618	200.00	446.46	盈利	0-499
60494895	200.00	25.72	盈利	0-499
15287675	200.00	-536.22	虧損	0-499
87172893	200.00	324.45	盈利	0-499
65439801	200.00	226.40	盈利	0-499
15102429	200.00	-233.63	虧損	0-499
92289833	200.00	861.64	盈利	0-499
19459686	200.00	4.08	盈利	0-499
58864788	200.00	262.00	盈利	0-499
88082992	200.00	-352.35	虧損	0-499
12685678	200.00	460.00	盈利	0-499
33894114	200.00	564.85	盈利	0-499
51288031	200.00	493.00	盈利	0-499
77229590	200.00	189.56	盈利	0-499
51288031	200.00	493.00	盈利	0-499
20378084	200.00	235.10	盈利	0-499
66117618	200.00	446.46	盈利	0-499
31012575	200.00	225.20	盈利	0-499
43837161	200.00	-2141.19	虧損	0-499
98908632	200.00	870.15	盈利	0-499
51172350	200.00	156.82	盈利	0-499
34538634	200.00	225.66	盈利	0-499
40867433	200.00	1472.80	盈利	0-499
23335222	200.00	-4885.60	虧損	0-499
35387618	200.00	0.00	虧損	0-499
59785708	200.00	-84.78	虧損	0-499
36423988	200.00	135.00	盈利	0-499
64610152	200.00	227.50	盈利	0-499
47131469	200.00	-11.55	虧損	0-499
15287675	200.00	-536.22	虧損	0-499
26882919	200.00	172.64	盈利	0-499
81095417	200.00	216.66	盈利	0-499
